15_inch_main_armament;15-inch Main Armament
rear_area_dumps;Rear Area Dumps
rear_area_dumps_desc;As technology advanced, particularly in terms of motorisation, new concepts needed to be applied to more traditional doctrines. Supply, always an issue to an army, was greatly enhanced by these changes. It was now possible, as well as necessary, to establish major supply depots, from which entire sectors could be supplied. It was no longer necessary for long supply trains to feed frontline units, as centralised depots could rapidly dispense needed material to units.
REB;Rebels
REB_ACTUAL_SIZE_DESC;Number of brigades ready to join general rising: 即$VAL$劬
REB_ADJ;Rebel
REB_CURRENT_SIZE_DESC;Number of brigades in revolt: 即$VAL$劬
REB_REVOLT_RISK;Revolt risk: 即$VAL$劬
REB_SIZE_DESC;Number of possible brigades: 即$VAL$劬
REB_TYPE_POWER;即Rebel Power劬
REB_TYPE_SIZE;即Rebel Support劬
RECENT_IMIGRATION_DAYS;Immigration in the last 即$DAYS$劬 days.\n
RECENT_IMIGRATION_DAYS_LATER_THAN;No immigration for 即$DAYS$劬 days.\n
recent_safari;Recent safari
recent_safari_desc;We have had a safari recently
recent_safari2;Too many safaris
recent_safari2_desc;Altogether too many safaris have been had recently
RECONAISSANCE;Reconnaissance
RECOVERING_OI;Currently Reinforcing
red_shirts_army;Redshirt Expedition of the Thousand
red_shirts_desc;The Redshirts (Camicie rosse) was the name given to the volunteers who served under Giuseppe Garibaldi during his struggles to forge a nation state out of the many splintered Italian states, thus aptly named on account of the red shirts that Garibaldi and his men had taken to wearing. The charismatic Garibaldi, vastly popular both at home and abroad, and generally seen as a freedom fighter, was instrumental in securing Italian Unification under the Sardinian Crown. These Italian Pan-Nationalists fight for the Unification of Italy.
red_shirts_name;Garibaldi's Redshirts
red_shirts_title;Camiciee Rosse
REDUCE_POP_EFFECT;Population changed by $PERC$.\n
REFORM_MOVEMENT_DESC;Movement calling for the enactment of 即$REFORM$e!
REFORM_RESEARCH_COST;Research Cost: 即$COST$e!
refrigerator_technology;Refrigerator Technology
refrigerator_technology_desc;The introduction of refrigerator technology revolutionized food industry, but also distillery industry which had always been limited by temperature.
REGIMENT_HOME_NAME;$NUM$$ORDER$ $HOME$ $TYPE$
REGIMENT_NAME;$NUM$$ORDER$ $TYPE$ Brigade
REGIMENT_POP_NAME;$NUM$$ORDER$ $POP$ $TYPE$
REGIMENT_SIZE;Current Size: 即$SIZE$劬\n
REGION_NAME;$NAME$ Region
regular_clothes;Regular Clothes
regular_clothes_factory;Regular Clothes Factory
regular_clothes_factory;Regular Clothes Factory
regular_clothes_factory_desc;Fabric and dye are the prerequisites for this factory were the clothes for the general populace are produced.
REGULAR_EXP_TECH;Reg. Experience
regulated_buying_and_selling_of_stocks;Regulated Buying and Selling of Stocks
regulated_buying_and_selling_of_stocks_desc;This made it not only safer, but also cheaper in the long run to buy stocks as the routine for buying and selling was now institutionalized into time and place.
reichsland_elsass_desc;Since we have acquired control over the formerly French regions of Alsace-Lorraine, perhaps we should also consider changing the street names? Let us institute the new Reichsland of Elsae-Lothringen!
reichsland_elsass_title;Reichsland Elsae-Lothringen
REINFORCE_INFO_TEXT;If the pops have enough reserves, this army will reinforce with 即$VALUE$劬 men each month in this location. The local reinforce rate is 即$LOCAL$劬% in this province, and we get a bonus of 即+$COUNTRY$劬% from technology.
REINFORCE_TECH;Reinforcement
REL_CORDIAL;Cordial
REL_FRIENDLY;Friendly
REL_HOSTILE;Hostile
REL_NEUTRAL;Neutral
REL_OPPOSED;Opposed
REL_SPHERE_OF_INFLUENCE;In Sphere
RELATION;Current relation: $RELATION$
RELATION_BETWEEN;Current relation between $COUNTRY1$ and $COUNTRY2$: $RELATION$
RELATION_CAPPED;Can not go over this relation with gradual improvements.
RELATION_CHANGE;Relation between 即$ACTIVE$劬 and 即$PASSIVE$劬 changed by $MUCH$.\n
RELATION_CHANGE_SHORT;Relation with 即$PASSIVE$劬 changed by $MUCH$.\n
RELATION_CHANGE_VALUE;Estimated yearly change:
RELEASE;Release 即$WHO$劬 as a independent state.\n
release_puppet;Release Puppet
release_puppet_desc;Release a 即country劬 from its sovereign nation
release_puppet_setup;Release $THIRD$ from $RECIPIENT$
release_puppet_short;$THIRD$ is released
RELEASE_VASSAL_EFFECT;Release 即$TARGET$劬\n
relentless;Relentless
RELIGION_DISTTITLE;Religion
RELIGION_DISTTITLE;Religion
religious_policy;Religious Policy
REM_BUILDING;Lose 刪$NAME$劬 in 即$WHERE$劬.\n
REMAINING_NAVAL_RETREAT;Before we can perform a voluntary retreat, we need to get closer by 即$OPT$e! to figure out what our chances are.
REMOVE_ACCEPTED_CULTURE;即$CULTURE$劬 removed from accepted cultures.\n
REMOVE_ADM_DESC;Spending on administration allows your bureaucrats to run and maintain a healthy bureaucracy, increasing your tax efficiency.
REMOVE_ALD;Aldjazair
REMOVE_ammunition_production_desc;TODO
REMOVE_artillery_production_desc;TODO
REMOVE_ASKMILITARYACCESS_THEY_ACCEPT_6;We will deal with them later.
REMOVE_ASKMILITARYACCESS_THEY_DECLINE_6;We must have those rights, one way or the other
REMOVE_BADBOY_EFFECT;$DIRECTION$ $VALUE$ reputation.\n
REMOVE_BE_GREAT_POWER;Great Nation
REMOVE_BE_SECOND_RANK;Colonial Nation
REMOVE_BUDGET_DIPL_DESC;Various costs/income uncured though diplomacy or peace deals
REMOVE_BUILDING_EFFECT;Set 即$BUILDING$劬 to level 即$VALUE$劬 in 即$PROVINCE$劬.\n
REMOVE_CALLALLY_DESC;Call on our partner to aid us in this conflict.
REMOVE_CALLALLY_OFFER;The nation of $ACTOR$, your faithful ally, is requesting that you come to their aid in the conflict against $LIST$.
REMOVE_CANCELALLIANCE_THEY_ACCEPT_BTN2;Go to
REMOVE_COUNTRYALERT_CanIncreaseOpinion;We can increase the opinion of our nation in the following nation(s):
REMOVE_COUNTRYALERT_HasClosedFactories;There are closed factories in the following states:
REMOVE_COUNTRYALERT_HasUnemployedWorkers;The following states have unemployed workers:
REMOVE_COUNTRYALERT_NO_CanDoDecisions;We cannot enact any decisions
REMOVE_COUNTRYALERT_NO_CanIncreaseOpinion;We cannot increase the opinion of our nation in any other nations
REMOVE_COUNTRYALERT_NO_HasClosedFactories;There are no closed factories in our nation
REMOVE_CRUDE_OIL_EFFECT;Lose 刪$VALUE$劬 crude oil劬.\n
REMOVE_DECISIONOTHER_1;$COUNTRY$
REMOVE_DECREASERELATION_BUTTON;Decrease relation
REMOVE_DECREASERELATION_THEY_ACCEPT_6;
REMOVE_DECREASERELATION_WE_ACCEPT_5;*
REMOVE_DECREASERELATION_WE_ACCEPT_LOG;$RECIPIENT$ has decreased their relations with us.
REMOVE_desc_vote_right;A solution to the Women's Suffrage might be near.
REMOVE_DIPLOMACY_CANNOT_JOIN_WAR_INVALID_ALLY;We are at war with 即$COUNTRY$劬, and cannot join their side in this war.
REMOVE_DIPLOMACY_CANNOT_JOIN_WAR_INVALID_ENEMY;We are at war with 即$COUNTRY$劬, and cannot start another war against them.
REMOVE_DIPLOMACY_GREATNATION_STATUS;Great Nation
REMOVE_DIPLOMACY_SET_PRIO_DESC;Write influence desc
REMOVE_DISBAND_UNIT_DRO;Disbanding an army will reduce the amount of supplies and fuel your nation is spending on maintenance. If the unit is under-strength, it will free manpower to reinforce units in more important areas.
REMOVE_DISSENT_EFFECT;Lose eG$VALUE$劬 in dissent劬.\n
REMOVE_EDU_DESC;The educational budget goes to pay the clergy as well as producing research points
REMOVE_ENERGY_EFFECT;Lose 刪$VALUE$劬 energy劬.\n
REMOVE_ENG_203;North Caribbean Islands
REMOVE_enlightenment_thought;Enlightenment Thought
REMOVE_enlightenment_thought_desc;Enlightenment Thought
REMOVE_EVTDESC10000;A wind of revolution blows, the storm is on the horizon. A fervor of liberalism sweeps through $COUNTRYNAME$.
REMOVE_EVTDESC1002;Anarcho-Liberals are campaigning on the streets: 'Instead of the state controlling the law enforcement, the courts and the national defence, the different law systems should be provided by voluntarily-founded private competitors. Money should be privately and competitively provided in an open market and personal and economic activities should be regulated by the natural laws of the market and through private law rather than through politics.'\n\nAnarcho-Liberals try to get their voices heard among the other politicians in the country.
REMOVE_EVTDESC10105;Our crops came up healthy in $PROVINCENAME$ this spring. The potato blight that has been plaguing $PROVINCENAME$ has finally ended.
REMOVE_EVTDESC10110;Fast and true stands the guard in $PROVINCENAME$, at least if a local poet is to be believed. A poetical pamphlet decrying the state of our nation has inflamed feelings in one of our states. All around $PROVINCENAME$ cries for national unity can be heard, as liberals take to the streets protesting the old order, and calling for national unification with our cultural brethren in other countries.
REMOVE_EVTDESC11100;All around $COUNTRY$, jubilant crowds, waving the flag of $CULTURE_GROUP_UNION$, take to the streets in celebration, as news reach us from $FROMCOUNTRY$ that $FROMRULER$ has proclaimed himself the liberator of all $CULTURE_GROUP_UNION$.\n\n'For far too long have we let the machination and conspiracy of foreign powers set the course of our nation's life. Today, and forever -- here, in our ancient homeland -- we form the bonds of a more perfect union. Three Hurrahs for $CULTURE_GROUP_UNION$!'\n\nResisting these winds of change will be nigh on impossible.
REMOVE_EVTDESC13100;The foreigners have gone too far! Their missionaries spread false teachings, subverting our people and our national unity, they break our customs and their opium clouds our minds. At least that is the message you will get if you ask the people in $PROVINCENAME$ where an anti-foreign revolt has just broken out.
REMOVE_EVTDESC14730;Just a few rebels remain and your soldiers are eager to deal with them. $PROVINCENAME$ could be easy recovered with a couple of regiments.\n\nA man approaches you and offers you some information that will help you reconquer your former colony. He wants fifty pieces of gold for this information.
REMOVE_EVTDESC14740;After a time of horror and bloodshed, your colonist may return to $PROVINCENAME$. The last of the rebels are gone and peace prevails in the colony.
REMOVE_EVTDESC14750;The harsh conditions the workers in $PROVINCENAME$ have to endure are causing irritation and poor work ethic.\n\n'We suffer each day, the climate is grueling, the work exhausting, monotone and poorly paid. Help us, give us less hours, more to eat and higher pay... or else!'
REMOVE_EVTDESC14760;The harsh conditions the slaves in $PROVINCENAME$ have to endure are causing irritation and poor work ethic.\n\n'We suffer each day, the climate is grueling, the work exhausting and monotone, the food despicable. Help us, give us less hours and more to eat... or else!'
REMOVE_EVTDESC14770;The missionaries' interference in the colony's religion is not appreciated. The natives protests against this and will not be converted to another religion.
REMOVE_EVTDESC14780;Natives of $PROVINCENAME$ seem to have caught measles. The coughing, the runny nose, high fever, red eyes and the red, itching rash which covers their whole bodies is a clear indication of measles. The natives accuse the colonists to have brought the disease to them and they are probably right.
REMOVE_EVTDESC14790;The man writhed in pain, his body covered in a red rash, his eyes rimmed with red and a cough which threatened to choke him.'\n\nResidents of a neighboring province to $PROVINCENAME$ have been infected with measles and it is now spreading to your colony. The infected have a nasty cough, high fever, runny noses and an itching rash covers their bodies. 
REMOVE_EVTDESC14800;You brought us this disease! Our loved ones are dead because of you!'\n\nThe measles disease has claimed many, and the rest are in uproar. Revolts are spreading across the colony.
REMOVE_EVTDESC14810;One of the way to stop the measles epidemic is to isolate all the infected, provide them with everything they will need, such as handkerchiefs, fluids and a couple of caretakers, preferably some of the colonists as they seem immune to the disease. Just a small sum of gold, for the nurses and the handkerchiefs, will be needed.
REMOVE_EVTDESC15310;She stalks through the city-streets of $PROVINCENAME$ with a heavy breath, her steps hurried. By the market square she has to take a detour to avoid being followed. Every shadow in the dark seems to conceal a $COUNTRY_ADJ$ policeman, or, even worse, a soldier. As she makes her way through the city, the illuminated clock-tower of the church seems to glare at her like a mean, infected yellow eye. She's already late. She arrives. Through the door, hushed voices can be heard whispering. She knocks. A slit in the door opens. The door itself opens. She lets out a sigh of relief. Class is still in session.\n\nAn underground university has formed in $PROVINCENAME$, providing higher education despite the ban on minority languages in academia.
REMOVE_EVTDESC16000;A house divided against itself cannot stand. I believe this government cannot endure, permanently, half slave and half free. I do not expect the Union to be dissolved e I do not expect the house to fall e but I do expect it will cease to be divided. It will become all one thing or all the other.' -- Abraham Lincoln\n\nIt is over. All attempts at compromise, the efforts of decades of public discourse on the issue of slavery, have failed. This morning the congressmen from the Southern states resigned their offices, and the slave states declared secession from the perpetual Union. A southern wind blows hard on our house divided.
REMOVE_EVTDESC16010;John Brown's body lies a-mouldering in the grave, but his soul is marching on.'--John Brown's Body, Union Marching song\n\nThe famed hero of the abolitionist movement, the late John Brown, was hanged in $PROVINCENAME$ today after a failed raid on a military armory. Supposedly, Brown had planned to use the arsenal's weapons to arm slaves and incite an open slave rebellion across the entire south. The raid, and John Brown's death, have furthered escalated southern tension over the slavery issue, and in some slave-states there is now even talk of secession from the Union.
REMOVE_EVTDESC19034;With tensions rising over the Eastern Question, and the question of who is to be the legitimate defender of Christendom within the Ottoman Empire, we have the option of forming an alliance with the other powers over the issue. Do we wish to do so?
REMOVE_EVTDESC19035;$FROMCOUNTRY$ had proposed a grand alliance to defend the Ottoman Empire from encroaches made upon its territory. Joining the alliance might mean war. What is our position?
REMOVE_EVTNAME10000;Spring of Nations
REMOVE_EVTNAME10105;The Blight Ends!
REMOVE_EVTNAME10110;The Watch on $PROVINCENAME$
REMOVE_EVTNAME11100;Three Hurrahs For $CULTURE_GROUP_UNION$!
REMOVE_EVTNAME14040;Love & War in $COUNTRY$
REMOVE_EVTNAME14210_sub;All $COUNTRY$ is saying is 'Give Peace a Chance!'
REMOVE_EVTNAME14730;Eliminating the rebels
REMOVE_EVTNAME14740;Peace in Colony
REMOVE_EVTNAME14750;Rebelling Workers
REMOVE_EVTNAME14760;Rebelling Slaves
REMOVE_EVTNAME14770;A Protest Against Religion
REMOVE_EVTNAME14780;Contagious Diseases
REMOVE_EVTNAME14790;Spreading A Contagious Disease
REMOVE_EVTNAME14800;Diseased Revolts
REMOVE_EVTNAME14810;Stopping the Contagious Disease
REMOVE_EVTNAME15060;First Farmer's Bank of $PROVINCENAME$
REMOVE_EVTNAME15310;The Flying University of $PROVINCENAME$
REMOVE_EVTNAME19034;The Oriental War Entente?
REMOVE_EVTNAME19035;Proposal for Entente
REMOVE_EVTNAME70000;$STATE$ Joins $COUNTRY$
REMOVE_EVTNAME70001;$STATE$ Joins $COUNTRY$!
REMOVE_EVTOPTA10000;You don't need a weatherman to know which way the wind blows.
REMOVE_EVTOPTA10105;Oh bless the Almighty.
REMOVE_EVTOPTA10110;Bloody revolutionaries.
REMOVE_EVTOPTA11100;Hurrah!
REMOVE_EVTOPTA14730;I'll manage on my own.
REMOVE_EVTOPTA14740;Good.
REMOVE_EVTOPTA14750;No.
REMOVE_EVTOPTA14760;No.
REMOVE_EVTOPTA14770;Okay
REMOVE_EVTOPTA14780;My bad...
REMOVE_EVTOPTA14790;We must help them!
REMOVE_EVTOPTA14800;Oh darn.
REMOVE_EVTOPTA14810;Let us try that.
REMOVE_EVTOPTA17000;There will be no suffrage at this junction
REMOVE_EVTOPTA19034;Yes.
REMOVE_EVTOPTA19035;Of course we will join!
REMOVE_EVTOPTB11100;What of my ancestral rights?
REMOVE_EVTOPTB14730;That's a deal!
REMOVE_EVTOPTB14750;Fine.
REMOVE_EVTOPTB14760;Fine.
REMOVE_EVTOPTB14780;We must help them!
REMOVE_EVTOPTB14800;I mourn our losses.
REMOVE_EVTOPTB14810;Why bother?
REMOVE_EVTOPTB17000;If only there were popular support for this idea...
REMOVE_EVTOPTB19034;We can handle it ourselves.
REMOVE_EVTOPTB19035;No, we can handle this ourselves.
REMOVE_explosives_production_desc;TODO
REMOVE_FOCUS;Remove Focus
REMOVE_FOW;Lift Fog of War from $COUNTRY$ for $MONTHS$ months.
REMOVE_GC_DESC;The dust has settled on the fields of Waterloo, where the ideals of the French Revolution were believed to have met their final demise at the hands of the Ancien Regimes of Europe. After the tribulations of Napoleon's wars, the consensus established at the Congress of Vienna has restored a tentative calm to a troubled continent. While the flames of revolution may have been put out for now, the ideas of human liberty, nationalism and liberalism will soon prove themselves more alive than ever. In the Americas, those same ideas threaten to plunge a young republic into the devastation of a civil war. Princess Victoria is 16 years old, and will soon ascend to the throne of Great Britain, the greatest industrial empire ever to span the globe. Her ascension, to a long and prosperous reign, marks the beginning of an age that is to last all the way up until the First World War. In this new era of unprecedented technological progress, doubts will be cast on certainties that have stood since time immemorial, and new dogmas will rise in their place. Far away, across the briny foam, the riches of Asia and Africa, and The Heart of Darkness, beckon that their songs may also be heard, in the Concert of Europe. Maestro, choose your instrument, and let the music play.
REMOVE_GUNBOAT_OTHER_ACCEPT_LOG;
REMOVE_GUNBOAT_THEY_ACCEPT_LOG;
REMOVE_GUNBOAT_WE_ACCEPT_LOG;We accepted the peace offer from $ACTOR$.
REMOVE_hms_government;HMS Government
REMOVE_HOLD_ELECTION;Hold Election\n
REMOVE_INCREASERELATION_BUTTON;Increase relation
REMOVE_INCREASERELATION_THEY_ACCEPT_4;*
REMOVE_INCREASERELATION_WE_ACCEPT_4;The relation between our countries has increased somewhat.
REMOVE_INCREASERELATION_WE_ACCEPT_LOG;$RECIPIENT$ has increased their relations with us.
REMOVE_IS_NOT_PRIMARY_CULTURE;Is NOT primary culture.
REMOVE_IS_PRIMARY_CULTURE;Is primary culture.
REMOVE_limited_citizenship_desc;The primary culture and the accepted cultures votes are equal, the other cultures votes are worth less.
REMOVE_LIT_CHANGE;Daily Change
REMOVE_M_GOTO_BUTTON;Find Province
REMOVE_MEC_544;Mecklemburg-Holstein
REMOVE_METAL_EFFECT;Lose 刪$VALUE$劬 metal劬.\n
REMOVE_MILITARY_DEMOBILIZE;Demobilize our population
REMOVE_MILITARY_DEMOBILIZE_DESC;TODO Write demobilize desc
REMOVE_MILITARY_LEADER_NAME_TOOLTIP;即$NAME$劬 is assigned to 即$ARMY$劬,\ncurrently situated at 即$$LOCATION劬.
REMOVE_MILITARY_MOBILIZE;Mobilize our population
REMOVE_MILITARY_MOBILIZE_DESC;TODO Write mobilize desc
REMOVE_MILITARY_STRENGTH_TOOLTIP;Strength: 即$VALUE$/$MAX$劬
REMOVE_MINISTER_EFFECT;即$NAME$劬 Will be removed劬.\n
REMOVE_MONEY_EFFECT;Lose 刪$VALUE$劬e劬.\n
REMOVE_NAVALATTACKTHEM_HEADER;$chief_of_navy$ reports
REMOVE_NAVALATTACKUS_HEADER;$chief_of_navy$ reports
REMOVE_NEUTRALITY_EFFECT;即$COUNTRY$劬 loses eG$VALUE$劬 in neutrality劬.\n
REMOVE_NO_CB_EFFECT;We lack proper justification for this: 刪+$INFAMY$ infamy劬
REMOVE_NO_DEMOTION;No Pops will be demoted today.
REMOVE_NO_DEMOTION;No Pops will be promoted today.
REMOVE_NO_PROMOTION;No Pops will be promoted today.
REMOVE_OL_HOSTILE_SIEGES;Hostile sieges
REMOVE_OL_SIEGES;Sieges
REMOVE_OL_VIEW_HOSTILE_SIEGES;Toggles 即Hostile Siege劬 view.
REMOVE_OL_VIEW_SIEGES;Toggles 即Siege劬 view.
REMOVE_ORGANISATION_POPULARITY_EFFECT;即$IDEOLOGY$劬 loses 刪$ORGANISATION$劬 in organisation and 刪$POPULARITY$劬 in popularity劬.\n
REMOVE_PEACE_OTHER_DECLINE_6;*
REMOVE_PEACE_THEY_DECLINE_5;*
REMOVE_PEACE_WE_DECLINE_6;*
REMOVE_PEACEDESC;Offer peace with minimal border adjustments.
REMOVE_POLITICS_PEOPLE_IDEOLOGIES;People Ideologies
REMOVE_POLITICS_VOTERS_IDEOLOGIES;Voters Ideologies
REMOVE_PRODUCTION_SORT_BY_AVAILABLE_WORKFORCE_TOOLTIP;Sort by available workforce\n
REMOVE_PROV1723;Colon
REMOVE_PROV2049;Maputo
REMOVE_PROV2918;Gulf of Nigeria
REMOVE_PROV2921;Coast of Gambia
REMOVE_PROV2922;Coast of Guinea
REMOVE_PROV3041;New Georgia Islands
REMOVE_PROV353;Kuressaare
REMOVE_PROVINCE_CRUDE_OIL_EFFECT;Lose 刪$VALUE$劬 crude oil in 即$PROVINCE$劬.\n
REMOVE_PROVINCE_ENERGY_EFFECT;Lose 刪$VALUE$劬 energy in 即$PROVINCE$劬.\n
REMOVE_PROVINCE_METAL_EFFECT;Lose 刪$VALUE$劬 metal in 即$PROVINCE$劬.\n
REMOVE_PROVINCE_MONEY_EFFECT;Lose 刪$VALUE$劬 e in 即$PROVINCE$劬.\n
REMOVE_PROVINCE_RARE_MATERIALS_EFFECT;Lose 刪$VALUE$劬 rare materials in 即$PROVINCE$劬.\n
REMOVE_PROVINCE_SUPPLIES_EFFECT;Lose 刪$VALUE$劬 supplies in 即$PROVINCE$劬.\n
REMOVE_PROVINCEVIEW_FROM_LOCAL_TAX;From local tax efficiency: 即+
REMOVE_RANDOM_ECO_REFORMS_EFFECT;Remove 刪$VAL$e! economic reforms.\n
REMOVE_RANDOM_MIL_REFORMS_EFFECT;Remove 刪$VAL$e! military reforms.\n
REMOVE_RARE_MATERIALS_EFFECT;Lose 刪$VALUE$劬 rare materials劬.\n
REMOVE_REL_SPHERE_OF_INFLUENCE;Sphere of Influence
REMOVE_REMOVEFROMSPHERE_DESC;Removes country from a Sphere of Influence.
REMOVE_residency_desc;The votes from the primary culture are worth more than votes from the accepted cultures.
REMOVE_RULE_CLOSE_FACTORY;Close Factories
REMOVE_RULE_CLOSE_FACTORY;Close Factory
REMOVE_RULE_OPEN_FACTORY;Open Factories
REMOVE_RULE_OPEN_FACTORY;Open Factory
REMOVE_RULE_POP_BUILD_FACTORY;Pop Build Factory
REMOVE_RULING_PARTY_ORG_EFFECT;$NAME$ loses 即$VALUE$劬 organisation.\n
REMOVE_RULING_PARTY_POP_EFFECT;$NAME$ loses 即$VALUE$劬 popularity.\n
REMOVE_SERVER_LOST_DESC;The server was lost. The game will end.
REMOVE_small_arms_production_desc;TODO
REMOVE_SUPPLIES_EFFECT;Lose 刪$VALUE$劬 supplies劬.\n
REMOVE_TECHNOLOGYVIEW_RESEARCH_TOOLTIP;Currently researching 即$TECH$劬.\n With current spending, research is finished 即$DATE$劬.
REMOVE_THEY_NO_LONGER_GREAT_POWER_3;and lost its position as a great nation to
REMOVE_THREAT_EFFECT;即$COUNTRY$劬 loses eG$VALUE$劬 threat on 即$TARGET_COUNTRY$劬.\n
REMOVE_TOPBAR_DEC_SPEED;Increase Speed
REMOVE_TOPBAR_POPULATION;Our current population is $CURR$. Our population has changed by $CHANGE$ since yesterday.
REMOVE_TUR_806;West Macedonia
REMOVE_tut_1a_4;The Dutch are massing on our borders, we must repel them. The first thing we need to do is select an army to do it. \n To select and army, click the army in Brussels, circled on the map.
REMOVE_tut_3a_21b;Try to take a loan by pressing the take loan button, pulling the slider till you have an amount you like and press Next.
REMOVE_tut_6a_13;To improve Belgium's industrial production we need more industrial workers, click the labourer icon to set this focus.
REMOVE_tut_7a_6b;Below that are two check boxes, Automate and Buy Internal.\nAutomate will automatically set your trade order to buy what your armies need.\nBuy Internal will force your trade order to only buy items produced in your own country.
REMOVE_tut_7a_8a;Notice the icon with the text SELL under it and the slider next to it. This mean that if you pull the slider to a certain stockpile value, the game will attempt to buy the the trade goods until you have that amount.
REMOVE_tut_8a_7;To try to ally with The United Kingdom we need to take a diplomatic action. Diplomatic actions can be anything from requesting an alliance to declaring war. To do a diplomatic action we need to have diplomatic points, these points are accumulated each month. Looking in the top bar under diplomacy we can see that we have 1 point, exactly what what the Form Alliance action costs. Go ahead and press the Form Alliance Action and then press the 'Accept' button to suggest an alliance with the UK.
REMOVE_tutorial_chapter_budget_victoria;End of the Intermediary Production Tutorial
REMOVE_UNITY_EFFECT;Lose 刪$VALUE$劬 unity劬.\n
REMOVE_USA_220;West Virginia
REMOVE_USA_conservative_2;American Party
REMOVE_USA_conservative_5;Democratic Party
REMOVE_USA_liberal_5;Union Party
REMOVE_USA_liberal_6;Republican Party
REMOVE_USA_prussian_constitutionalism;The USA
REMOVE_USA_reactionary;Nationalist Party
REMOVE_vote_right;Right to Vote
REMOVE_WE_ARE_DISCREDITED;We have been discredited by 即$COUNTRY$劬, which increases the influence cost of our actions by 即$PERCENT$%劬. We hope to have cleared our reputation by 即$DATE$劬.
REMOVE_WE_BECAME_GREAT_POWER_2;and are now considered one of the great nations!
REMOVE_WE_NO_LONGER_GREAT_POWER_2;and lost its position as a great nation to
REMOVE_west_slavic;West Slavic
REMOVED_BUDGET_CANT_LOAN_DESC;Banks will only loan you money if you have been meeting your interest payments and are not hostile. Foreign banks will also never loan you more than $MAXLOAN$% of their total available funds for security reasons.
REMOVEFROMSPHERE_BUTTON;Remove from Sphere
REMOVEFROMSPHERE_COST;This will cost 刪$PRESTIGE$e! prestige and give you 刪$INFAMY$e! infamy
REMOVEFROMSPHERE_COST_NO_INFAMY;This will cost 刪$PRESTIGE$e! prestige
REMOVEFROMSPHERE_DESC;Removes nation from a 即Great Power劬's Sphere of Influence.
REMOVEFROMSPHERE_DI;Remove From Sphere
REMOVEFROMSPHERE_OTHER_ACCEPT_1;即$RECIPIENT$劬
REMOVEFROMSPHERE_OTHER_ACCEPT_2;$MONARCHTITLE$, we have been informed that
REMOVEFROMSPHERE_OTHER_ACCEPT_3;即$ACTOR$劬 removed
REMOVEFROMSPHERE_OTHER_ACCEPT_4;即$RECIPIENT$劬 from the
REMOVEFROMSPHERE_OTHER_ACCEPT_5;Sphere of Influence of 即$TARGET$劬.
REMOVEFROMSPHERE_OTHER_ACCEPT_6;*
REMOVEFROMSPHERE_OTHER_ACCEPT_BTN1;OK
REMOVEFROMSPHERE_OTHER_ACCEPT_BTN2;OK
REMOVEFROMSPHERE_OTHER_ACCEPT_BTN3;Go to
REMOVEFROMSPHERE_OTHER_ACCEPT_HEADER;The Foreign Minister reports
REMOVEFROMSPHERE_OTHER_ACCEPT_LOG;$ACTOR$ has removed $RECIPIENT$ from the Sphere of Influence of $TARGET$.
REMOVEFROMSPHERE_OTHER_ACCEPT_SETUP;When a nation is removed from another nation's Sphere of Influence
REMOVEFROMSPHERE_THEY_ACCEPT_1;即$RECIPIENT$劬
REMOVEFROMSPHERE_THEY_ACCEPT_2;$MONARCHTITLE$, we managed to remove
REMOVEFROMSPHERE_THEY_ACCEPT_3;即$RECIPIENT$劬 from the Sphere of Influence of 即$TARGET$劬.
REMOVEFROMSPHERE_THEY_ACCEPT_4;*
REMOVEFROMSPHERE_THEY_ACCEPT_5;*
REMOVEFROMSPHERE_THEY_ACCEPT_6;*
REMOVEFROMSPHERE_THEY_ACCEPT_BTN1;OK
REMOVEFROMSPHERE_THEY_ACCEPT_BTN2;OK
REMOVEFROMSPHERE_THEY_ACCEPT_BTN3;Go to
REMOVEFROMSPHERE_THEY_ACCEPT_HEADER;The Foreign Minister reports
REMOVEFROMSPHERE_THEY_ACCEPT_LOG;We have removed $RECIPIENT$ from the Sphere of Influence of $TARGET$.
REMOVEFROMSPHERE_THEY_ACCEPT_MAP;Removed from sphere
REMOVEFROMSPHERE_THEY_ACCEPT_SETUP;When we remove a nation from another nation's Sphere of Influence
REMOVEFROMSPHERE_WE_ACCEPT_1;即$ACTOR$劬
REMOVEFROMSPHERE_WE_ACCEPT_2;$MONARCHTITLE$, 即$ACTOR$劬 managed to remove us
REMOVEFROMSPHERE_WE_ACCEPT_3;from the Sphere of Influence of 即$TARGET$劬.
REMOVEFROMSPHERE_WE_ACCEPT_4;*
REMOVEFROMSPHERE_WE_ACCEPT_5;*
REMOVEFROMSPHERE_WE_ACCEPT_6;*
REMOVEFROMSPHERE_WE_ACCEPT_BTN1;OK
REMOVEFROMSPHERE_WE_ACCEPT_BTN2;OK
REMOVEFROMSPHERE_WE_ACCEPT_BTN3;Go to
REMOVEFROMSPHERE_WE_ACCEPT_HEADER;The Foreign Minister reports
REMOVEFROMSPHERE_WE_ACCEPT_LOG;$ACTOR$ has removed us from the Sphere of Influence of $TARGET$.
REMOVEFROMSPHERE_WE_ACCEPT_MAP;Removed from sphere
REMOVEFROMSPHERE_WE_ACCEPT_SETUP;When we are removed from another nation's Sphere of Influence
REMOVEFROMSPHERETITLE;Remove from Sphere of Influence
RENAME_PROV_EFF;$OLD$ renamed to 即$NEW$劬.\n
